Date,Session_ID,Exercise,Set_number,Weight_kg,Reps,RPE,Workout_type,Volume_kg,Est_1RM
26-06-2026,S_047,Preacher Curl,2,34,10,9,Arms,340,45.33333333
27-06-2026,S_048,Deadlift,1,70,6,3,Legs,420,
27-06-2026,S_048,Deadlift,2,110,3,7,Legs,330,
27-06-2026,S_048,Deadlift,3,130,2,9,Legs,260,138.6666667
27-06-2026,S_048,Hip Thrust,1,130,6,8,Legs,780,
27-06-2026,S_048,Hip Thrust,2,130,8,9,Legs,1040,
27-06-2026,S_048,Hip Thrust,3,130,8,10,Legs,1040,164.6666667
27-06-2026,S_048,Hamstring Curl,1,36,12,8,Legs,432,
27-06-2026,S_048,Hamstring Curl,2,45,16,9,Legs,720,69
27-06-2026,S_048,Hamstring Curl,3,39,12,8,Legs,468,
27-06-2026,S_048,Hip Adductor,1,32,8,7,Legs,256,
27-06-2026,S_048,Hip Adductor,2,32,8,8,Legs,256,
27-06-2026,S_048,Hip Adductor,3,36,8,10,Legs,288,45.6
27-06-2026,S_048,Hip Abduction,1,27,8,7,Legs,216,
27-06-2026,S_048,Hip Abduction,2,32,8,9,Legs,256,40.53333333
27-06-2026,S_048,Hip Abduction,3,27,12,9,Legs,324,
27-06-2026,S_048,Cable Crunch,1,22.5,12,8,Legs,270,
27-06-2026,S_048,Cable Crunch,2,27.5,12,9,Legs,330,
27-06-2026,S_048,Cable Crunch,3,31.5,12,10,Legs,378,44.1
28-06-2026,S_049,Deadlift,1,70,6,4,Arms,420,
28-06-2026,S_049,Deadlift,2,70,6,4,Arms,420,
28-06-2026,S_049,BB Row,1,70,6,5,Arms,420,84
28-06-2026,S_049,BB Row,2,60,8,7,Arms,480,
28-06-2026,S_049,BB Row,3,63,8,8,Arms,504,
28-06-2026,S_049,Bench Press,1,60,6,4,Arms,360,
28-06-2026,S_049,Bench Press,2,80,5,8,Arms,400,93.33333333
28-06-2026,S_049,Bench Press,3,80,3,9,Arms,240,
28-06-2026,S_049,Bench Press,4,60,12,10,Arms,720,
28-06-2026,S_049,DB Hammer Curl,1,17.5,8,8,Arms,140,
28-06-2026,S_049,DB Hammer Curl,2,20,4,10,Arms,80,22.66666667
28-06-2026,S_049,DB Hammer Curl,3,15,12,10,Arms,180,
28-06-2026,S_049,DB Lat Raise,1,10,8,7,Arms,80,
28-06-2026,S_049,DB Lat Raise,2,10,12,10,Arms,120,14
28-06-2026,S_049,Lat Pulldown,1,57,12,4,Arms,684,
28-06-2026,S_049,Lat Pulldown,2,66,12,7,Arms,792,
28-06-2026,S_049,Lat Pulldown,3,84,6,8,Arms,504,100.8
28-06-2026,S_049,Preacher Curl,1,19,12,4,Arms,228,
28-06-2026,S_049,Preacher Curl,2,29,8,8,Arms,232,
28-06-2026,S_049,Preacher Curl,3,29,11,9,Arms,319,39.63333333
